rnd-1_family-0	RC	Helitron
rnd-1_family-2	RC	Helitron
rnd-1_family-9	Unknown	
rnd-1_family-3	RC	Helitron
rnd-1_family-8	RC	Helitron
rnd-1_family-1	RC	Helitron
rnd-1_family-7	DNA	P
rnd-1_family-4	Unknown	
rnd-1_family-6	Unknown	
rnd-1_family-5	Unknown	
rnd-1_family-10	Unknown	
rnd-1_family-11	RC	Helitron
rnd-1_family-12	RC	Helitron
rnd-1_family-13	RC	Helitron
rnd-1_family-14	RC	Helitron
rnd-1_family-15	Unknown	
rnd-1_family-16	Unknown	
rnd-1_family-17	Unknown	
rnd-1_family-18	Unknown	
rnd-1_family-19	Unknown	
rnd-1_family-20	Unknown	
rnd-1_family-21	Unknown	
rnd-1_family-22	Unknown	
rnd-2_family-7	LINE	CR1
rnd-2_family-23	RC	Helitron
rnd-2_family-8	Unknown	
